;AnoMes;Municipio_Ibge;Municipio;Estado_Ibge;Estado;Sigla_Regiao;Regiao;VL_PagadorPF;QT_PagadorPF;VL_PagadorPJ;QT_PagadorPJ;VL_RecebedorPF;QT_RecebedorPF;VL_RecebedorPJ;QT_RecebedorPJ;QT_PES_PagadorPF;QT_PES_PagadorPJ;QT_PES_RecebedorPF;QT_PES_RecebedorPJ
3718;2021-12-01;2703205;IGREJA NOVA;27;ALAGOAS;NE;NORDESTE;8589505,84;35630;1136647,18;756;8649374,35;33006;782742,5;883;3625;66;4223;63
5537;2021-12-01;3301157;CARDOSO MOREIRA;33;RIO DE JANEIRO;SE;SUDESTE;9440594,18;37413;4390884,29;2596;9754160,78;33260;5113830,93;4188;3454;194;3602;221
985;2021-12-01;4204194;CHAPADÃO DO LAGEADO;42;SANTA CATARINA;SU;SUL;3112627,45;5769;588049,18;669;2481317,94;3510;1203322,75;1478;614;58;568;63
1542;2021-12-01;3144409;NATÉRCIA;31;MINAS GERAIS;SE;SUDESTE;4178831,25;9682;1253600,06;693;4042417,3;7579;3803000,27;1352;1099;80;1026;90
3181;2021-12-01;1705508;COLINAS DO TOCANTINS;17;TOCANTINS;NO;NORTE;64996577,28;190736;28770247,68;16280;68385129,84;163816;30511011,54;34953;12437;850;13685;826
4046;2021-12-01;2112233;TRIZIDELA DO VALE;21;MARANHÃO;NE;NORDESTE;15675408,12;71511;5111114,41;3288;15673544,95;66772;5214665,97;6056;4842;211;5413;198
5291;2021-12-01;3104106;ARCEBURGO;31;MINAS GERAIS;SE;SUDESTE;6247328,09;24839;6090159,2;2255;7237785,48;20524;7246234,73;4749;2439;187;2442;208
3572;2021-12-01;5214838;NOVA CRIXÁS;52;GOIÁS;CO;CENTRO-OESTE;18196418,19;42361;6649562,25;3681;17314166,34;40387;17575286,44;7112;3129;239;3505;240
5862;2021-12-01;4317004;SANTANA DA BOA VISTA;43;RIO GRANDE DO SUL;SU;SUL;4973432,73;13283;2783292,55;1067;3961863,07;10362;2508734,11;2376;1636;101;1497;107
5669;2021-12-01;3119203;COROACI;31;MINAS GERAIS;SE;SUDESTE;6260518,3;19727;1273164,0;920;6501102,03;15806;1293807,59;2026;2028;124;2043;114
5261;2021-12-01;4321600;TRAMANDAÍ;43;RIO GRANDE DO SUL;SU;SUL;80103424,47;303500;43977423,78;41250;90417121,83;291876;39633655,73;82211;21025;2054;21669;1871
263;2021-12-01;3133204;ITANHOMI;31;MINAS GERAIS;SE;SUDESTE;9867758,11;27449;1459451,47;1343;10847727,2;22569;1861745,88;3269;2802;139;2857;164
2584;2021-12-01;4302584;BOZANO;43;RIO GRANDE DO SUL;SU;SUL;1691600,94;2877;644683,57;234;1301056,11;1968;396241,53;308;399;25;339;24
5228;2021-12-01;1718501;RECURSOLÂNDIA;17;TOCANTINS;NO;NORTE;2476398,27;10408;451997,25;440;2490738,09;8246;490058,62;515;770;22;804;18
2549;2021-12-01;4200705;ALFREDO WAGNER;42;SANTA CATARINA;SU;SUL;8291475,08;19209;4273126,23;3126;8611388,76;14494;4052209,5;7070;2271;302;2145;304
4696;2021-12-01;4211504;NOVA TRENTO;42;SANTA CATARINA;SU;SUL;14702428,38;37613;29045016,82;6864;16365300,03;30060;23491763,35;10657;4146;601;3960;631
328;2021-12-01;4306353;DEZESSEIS DE NOVEMBRO;43;RIO GRANDE DO SUL;SU;SUL;1489623,49;4083;186978,03;165;1487907,28;4953;280810,2;293;483;18;451;19
2532;2021-12-01;3524204;JABORANDI;35;SÃO PAULO;SE;SUDESTE;8151070,59;19849;1162758,88;1091;7200192,68;14737;1054090,02;1872;1947;105;1887;105
1438;2021-12-01;2504207;CATINGUEIRA;25;PARAÍBA;NE;NORDESTE;2738946,02;11908;437207,63;340;3088495,01;10706;288094,18;846;981;29;1174;29
2529;2021-12-01;3170909;VARZELÂNDIA;31;MINAS GERAIS;SE;SUDESTE;13576544,12;61336;2482155,48;2365;14175696,62;54101;2104972,74;7305;4787;171;4855;170
4023;2021-12-01;2506004;ESPERANÇA;25;PARAÍBA;NE;NORDESTE;28038698,36;101508;20380038,88;8031;28061524,27;97886;18782723,01;11737;7679;555;8740;518
4697;2021-12-01;2409407;PAU DOS FERROS;24;RIO GRANDE DO NORTE;NE;NORDESTE;34971088,44;137259;21806154,92;9018;34196564,99;127469;24107680,64;24604;9952;643;10554;614
4892;2021-12-01;3550803;SÃO SEBASTIÃO DA GRAMA;35;SÃO PAULO;SE;SUDESTE;8216922,56;23825;7072461,54;2479;8260609,22;20088;14430423,71;4261;2605;252;2575;282
3553;2021-12-01;3536257;PARISI;35;SÃO PAULO;SE;SUDESTE;2916767,62;7484;549396,9;602;2795209,7;6871;525601,25;930;712;49;719;47
5246;2021-12-01;4107504;ENGENHEIRO BELTRÃO;41;PARANÁ;SU;SUL;17188060,71;46748;12276012,98;5785;18798073,9;37802;10864014,83;10058;4202;401;4328;407
361;2021-12-01;3103108;ANTÔNIO PRADO DE MINAS;31;MINAS GERAIS;SE;SUDESTE;1169183,72;4410;49146,7;66;1297273,56;3818;53153,46;189;379;16;385;14
2507;2021-12-01;3549102;SÃO JOÃO DA BOA VISTA;35;SÃO PAULO;SE;SUDESTE;146513330,8;381207;112002420,16;44696;153891833,1;326129;134948857,1;80090;34550;3380;34251;3317
1828;2021-12-01;4321857;TRÊS PALMEIRAS;43;RIO GRANDE DO SUL;SU;SUL;3481988,08;7980;1045706,95;815;3171733,62;6238;1483955,12;1410;989;86;895;95
2502;2021-12-01;3139003;MACHADO;31;MINAS GERAIS;SE;SUDESTE;44245336,51;121465;77549453,61;13376;45423404,4;106272;55945426,97;18895;11579;1034;12067;1029
1413;2021-12-01;3540606;PORTO FELIZ;35;SÃO PAULO;SE;SUDESTE;74952313,75;251351;61064426,24;28752;86318037,45;215395;60309406,55;49662;21051;1739;21201;1634
4894;2021-12-01;2804300;MURIBECA;28;SERGIPE;NE;NORDESTE;3368716,66;15964;800802,24;617;3398255,91;15238;1223215,09;955;1427;35;1604;31
1447;2021-12-01;2702405;DELMIRO GOUVEIA;27;ALAGOAS;NE;NORDESTE;42064517,88;178290;9677593,43;7830;42040477,45;163430;8576901,15;16665;13548;532;15563;495
1408;2021-12-01;2307254;JIJOCA DE JERICOACOARA;23;CEARÁ;NE;NORDESTE;36291245,54;149463;19718976,18;19947;39689485,58;148733;23291379,76;61809;7305;872;7659;848
3119;2021-12-01;2513943;SÃO DOMINGOS DO CARIRI;25;PARAÍBA;NE;NORDESTE;1785682,49;6379;21569,92;18;1978133,75;5622;12927,0;46;525;4;591;6
5260;2021-12-01;5220702;SÍTIO D'ABADIA;52;GOIÁS;CO;CENTRO-OESTE;2621106,11;8497;5301675,75;225;2130205,54;6597;2682917,93;525;665;17;687;22
2468;2021-12-01;3169406;TRÊS PONTAS;31;MINAS GERAIS;SE;SUDESTE;74695602,48;185279;113922592,72;16792;75596218,31;164192;123208183,55;28986;16253;1316;17349;1296
1397;2021-12-01;2506103;FAGUNDES;25;PARAÍBA;NE;NORDESTE;5715920,71;28538;485582,93;513;6161070,79;28686;649645,34;1591;2459;51;2845;44
1807;2021-12-01;1501253;BANNACH;15;PARÁ;NO;NORTE;4294228,62;11947;579966,96;386;4294948,09;9344;902975,85;1146;992;37;945;34
1281;2021-12-01;3518107;GUARANTÃ;35;SÃO PAULO;SE;SUDESTE;5502472,04;21874;1054089,66;1253;5589158,21;18699;1222113,22;2770;2089;121;2080;124
3492;2021-12-01;2701100;BRANQUINHA;27;ALAGOAS;NE;NORDESTE;3388552,88;18604;698951,93;477;3889650,17;17250;569071,35;356;1676;31;2122;31
5407;2021-12-01;1504752;MOJUÍ DOS CAMPOS;15;PARÁ;NO;NORTE;5486867,15;12635;5520577,13;2898;4310992,96;9242;7213545,92;5415;901;166;865;167
4857;2021-12-01;2920601;MARAGOGIPE;29;BAHIA;NE;NORDESTE;23085343,22;141629;3808171,32;3259;25161754,07;139533;3338451,57;5107;8674;191;10056;205
4239;2021-12-01;2615904;TUPARETAMA;26;PERNAMBUCO;NE;NORDESTE;5999045,6;24050;722605,42;572;6190391,76;22301;571427,79;1621;2128;77;2318;73
4761;2021-12-01;3148509;PAVÃO;31;MINAS GERAIS;SE;SUDESTE;5000619,38;18726;2307349,79;988;4927463,59;16835;1951403,46;1460;1758;80;1900;89
1959;2021-12-01;4114401;MANGUEIRINHA;41;PARANÁ;SU;SUL;18329092,18;41552;10586971,52;5787;17192602,71;31981;10456525,29;9903;4418;415;4438;437
721;2021-12-01;5106703;PONTE BRANCA;51;MATO GROSSO;CO;CENTRO-OESTE;2456408,88;7625;383130,7;188;1977290,31;6213;305262,94;582;579;18;593;26
1680;2021-12-01;2918506;JUSSARA;29;BAHIA;NE;NORDESTE;7667712,27;35235;896138,91;967;7553066,46;34032;1548998,64;2146;3185;82;3450;80
2107;2021-12-01;3534807;OURO VERDE;35;SÃO PAULO;SE;SUDESTE;4697326,83;20572;1593761,64;1592;5138517,75;17323;1599513,34;2537;2076;121;2173;132
4187;2021-12-01;3542503;REGINÓPOLIS;35;SÃO PAULO;SE;SUDESTE;5532847,7;22288;2259877,35;1533;6441196,15;18289;1913925,04;2856;2105;124;2043;128
4777;2021-12-01;4100400;ALMIRANTE TAMANDARÉ;41;PARANÁ;SU;SUL;140013838,22;591569;98992836,0;55787;165741482,9;549193;93249691,93;73331;45895;2956;49412;2856
3374;2021-12-01;2608057;JATOBÁ;26;PERNAMBUCO;NE;NORDESTE;10216988,4;53918;3031597,46;1278;9862107,44;46918;3382192,58;2732;3785;79;3969;86
782;2021-12-01;3165800;SENADOR JOSÉ BENTO;31;MINAS GERAIS;SE;SUDESTE;1109666,87;3515;282230,84;201;1483727,74;2851;203340,61;242;427;21;368;21
1955;2021-12-01;2605509;FERREIROS;26;PERNAMBUCO;NE;NORDESTE;7621219,53;33338;948299,62;992;7899907,48;31314;820504,97;2095;2569;80;2810;71
3622;2021-12-01;5219704;SANTA TEREZINHA DE GOIÁS;52;GOIÁS;CO;CENTRO-OESTE;18069852,57;37069;3635810,84;3156;17328966,97;32442;2858816,16;6330;2782;209;3023;214
5741;2021-12-01;5202353;ARENÓPOLIS;52;GOIÁS;CO;CENTRO-OESTE;4604165,92;9871;1348886,14;834;4268836,38;7192;2127652,61;1819;915;55;935;52
797;2021-12-01;3202603;ICONHA;32;ESPÍRITO SANTO;SE;SUDESTE;12082803,5;40006;14124049,08;5166;12787391,77;35096;11667310,75;10002;3766;393;3700;401
1717;2021-12-01;1600303;MACAPÁ;16;AMAPÁ;NO;NORTE;798190302,6;4293922;318422188,88;239446;809185755,65;3918863;294900125,02;444193;217165;8898;223852;8464
900;2021-12-01;2400604;ALMINO AFONSO;24;RIO GRANDE DO NORTE;NE;NORDESTE;4588721,69;21609;426915,65;405;3787666,98;19333;956653,03;1268;1416;37;1404;41
4842;2021-12-01;2302404;BOA VIAGEM;23;CEARÁ;NE;NORDESTE;32838469,54;152869;7384446,38;5805;33049550,01;144544;7532080,7;13846;11777;362;12909;360
4119;2021-12-01;3165701;SENADOR FIRMINO;31;MINAS GERAIS;SE;SUDESTE;5249542,34;16487;1512593,78;1243;5744330,69;14247;1926354,56;2241;1758;121;1757;125
2053;2021-12-01;4315602;RIO GRANDE;43;RIO GRANDE DO SUL;SU;SUL;271691922,54;1075283;225587885,66;95345;272118903,16;930138;239581016,95;154513;84864;5125;83276;4886
2045;2021-12-01;2704104;LAGOA DA CANOA;27;ALAGOAS;NE;NORDESTE;9928722,73;36250;1646907,62;1149;10428745,86;33147;1539978,04;1521;3105;82;3557;72
5385;2021-12-01;3148806;PEDRA DO ANTA;31;MINAS GERAIS;SE;SUDESTE;1785207,58;5712;291135,33;244;1874891,64;5503;293162,73;357;589;34;626;31
2021;2021-12-01;2414001;TANGARÁ;24;RIO GRANDE DO NORTE;NE;NORDESTE;13119083,65;67715;3486983,14;2495;12681769,13;66687;3859016,4;8089;4259;127;4744;130
5389;2021-12-01;4110409;INDIANÓPOLIS;41;PARANÁ;SU;SUL;4306452,1;12865;4009280,1;1202;4135679,16;10771;4296116,01;2036;1360;88;1350;93
866;2021-12-01;4311791;MARATÁ;43;RIO GRANDE DO SUL;SU;SUL;1806230,45;5606;1158390,65;577;1813080,29;4310;1504697,49;1696;632;64;558;65
5455;2021-12-01;2408953;RIO DO FOGO;24;RIO GRANDE DO NORTE;NE;NORDESTE;7750187,79;42963;1768666,22;1906;8705224,99;40149;1392720,4;3132;2823;77;3015;70
4090;2021-12-01;1503457;IPIXUNA DO PARÁ;15;PARÁ;NO;NORTE;16455470,91;78752;5848886,04;3437;16761891,77;68433;7486732,17;7186;5119;184;5484;186
4089;2021-12-01;2106904;MONÇÃO;21;MARANHÃO;NE;NORDESTE;9697411,63;58528;1929780,89;1374;9636886,52;50493;1644811,95;4049;4200;78;4545;71
4263;2021-12-01;4123303;SANTA CRUZ DE MONTE CASTELO;41;PARANÁ;SU;SUL;11570036,71;25321;5087659,57;2523;11985897,2;20133;5304248,7;5630;2413;190;2350;204
557;2021-12-01;2205151;JACOBINA DO PIAUÍ;22;PIAUÍ;NE;NORDESTE;2330346,13;9389;1280943,56;667;2285431,92;7982;857905,1;1036;741;42;826;43
3686;2021-12-01;1506112;QUATIPURU;15;PARÁ;NO;NORTE;5628206,95;31281;982253,78;1056;5817769,03;29459;822047,64;1924;2260;59;2564;53
2317;2021-12-01;5207600;FAZENDA NOVA;52;GOIÁS;CO;CENTRO-OESTE;6175385,89;18823;1838842,62;708;5668976,72;15192;1297132,42;1782;1532;74;1552;88
973;2021-12-01;3519055;HOLAMBRA;35;SÃO PAULO;SE;SUDESTE;41114470,46;80360;43889126,6;11297;42548455,18;63486;36664732,5;21814;6715;779;6665;763
5718;2021-12-01;2103901;DUQUE BACELAR;21;MARANHÃO;NE;NORDESTE;3592214,59;21243;467712,55;438;3459031,64;18277;409926,37;1134;1572;34;1801;36
2316;2021-12-01;3527256;LOURDES;35;SÃO PAULO;SE;SUDESTE;2348945,16;6669;155297,4;249;2531923,42;5299;178627,58;797;640;27;635;28
3234;2021-12-01;5002001;BATAYPORÃ;50;MATO GROSSO DO SUL;CO;CENTRO-OESTE;10382859,48;35923;5765021,32;3242;10219022,98;28268;3729625,55;6517;3335;241;3472;239
1251;2021-12-01;5204706;CAMPINORTE;52;GOIÁS;CO;CENTRO-OESTE;21276192,33;52190;8680598,32;3400;20330248,23;43403;8392468,21;11408;3856;259;4072;271
4740;2021-12-01;2311900;SABOEIRO;23;CEARÁ;NE;NORDESTE;11103323,98;41568;513923,12;629;11056472,51;42950;737820,1;1307;3114;44;3405;48
1622;2021-12-01;4219150;VARGEM;42;SANTA CATARINA;SU;SUL;1437222,26;3923;407723,9;305;1465757,53;3252;700822,16;708;499;32;484;42
5302;2021-12-01;1508159;URUARÁ;15;PARÁ;NO;NORTE;43707910,2;129159;17658016,32;9262;45157179,12;104514;17725591,55;23420;9095;413;9720;417
3677;2021-12-01;2203503;ELESBÃO VELOSO;22;PIAUÍ;NE;NORDESTE;6034651,89;35993;1819376,33;614;6508122,02;33435;974016,47;1467;2964;65;3191;73
3489;2021-12-01;2300408;AIUABA;23;CEARÁ;NE;NORDESTE;8224218,42;39700;704346,27;897;8074460,6;39177;507987,84;1682;3052;83;3328;79
596;2021-12-01;2411205;SANTA CRUZ;24;RIO GRANDE DO NORTE;NE;NORDESTE;40255407,52;177865;13870451,94;9697;39563184,01;166384;11739487,91;25168;11927;567;12736;546
2285;2021-12-01;2200277;ALEGRETE DO PIAUÍ;22;PIAUÍ;NE;NORDESTE;5664960,26;22605;426610,63;492;5189164,9;19813;449384,0;1011;1334;28;1487;26
3479;2021-12-01;3501806;AMÉRICO DE CAMPOS;35;SÃO PAULO;SE;SUDESTE;6105745,91;18647;1572548,96;1047;6453663,98;15564;1512551,05;2545;1839;115;1778;124
2284;2021-12-01;2108009;PASTOS BONS;21;MARANHÃO;NE;NORDESTE;11664764,73;58422;4676945,72;2294;11823036,6;51802;3995751,31;5272;3903;134;4307;124
2280;2021-12-01;2111078;SÃO JOÃO DO SOTER;21;MARANHÃO;NE;NORDESTE;6816464,97;33288;502687,97;614;6725539,88;29321;448815,75;1288;2465;42;2770;52
1073;2021-12-01;1702703;AURORA DO TOCANTINS;17;TOCANTINS;NO;NORTE;2327160,31;9894;579977,24;358;2418804,21;8127;290201,87;1002;693;31;785;30
617;2021-12-01;2205540;LAGOINHA DO PIAUÍ;22;PIAUÍ;NE;NORDESTE;1293307,72;5186;178062,77;274;1015308,92;4771;265366,31;364;460;14;570;14
1789;2021-12-01;3515194;ESPÍRITO SANTO DO TURVO;35;SÃO PAULO;SE;SUDESTE;3454643,02;13113;1723393,5;807;4362143,91;11388;1039734,92;937;1319;69;1443;69
2267;2021-12-01;4304408;CANELA;43;RIO GRANDE DO SUL;SU;SUL;75003298,64;225792;59999271,41;39110;84195837,64;197159;64697976,05;64295;19167;2322;19338;2171
3475;2021-12-01;2202075;CAJAZEIRAS DO PIAUÍ;22;PIAUÍ;NE;NORDESTE;970981,27;6617;339455,14;195;1068294,14;5864;183964,0;157;519;14;648;11
1647;2021-12-01;1702901;AXIXÁ DO TOCANTINS;17;TOCANTINS;NO;NORTE;11045159,1;41506;1661257,81;1254;10887587,81;37364;1950386,78;2743;2974;89;3457;83
3652;2021-12-01;2915908;ITANAGRA;29;BAHIA;NE;NORDESTE;4500684,53;27342;933802,12;1028;4551299,22;23197;463955,43;1825;1814;67;2006;58
2242;2021-12-01;1718303;PRAIA NORTE;17;TOCANTINS;NO;NORTE;4668550,49;25552;310936,44;282;4915806,79;24312;339119,3;469;1778;26;2068;23
1113;2021-12-01;3515806;FLORA RICA;35;SÃO PAULO;SE;SUDESTE;1320472,44;5043;23474,94;37;1285242,53;4190;27716,44;204;463;6;473;15
1299;2021-12-01;3104700;ATALÉIA;31;MINAS GERAIS;SE;SUDESTE;9081564,0;32557;1223039,58;1185;9364597,63;27707;1618715,32;2586;2911;110;3008;116
5313;2021-12-01;2516755;TENÓRIO;25;PARAÍBA;NE;NORDESTE;1880637,58;7740;531764,5;503;1873297,96;7647;179619,16;277;638;27;766;21
4226;2021-12-01;2602803;BUÍQUE;26;PERNAMBUCO;NE;NORDESTE;18002092,36;67219;2319574,99;2220;19052048,48;65863;2252127,35;4675;6578;195;7762;190
2815;2021-12-01;2202778;COLÔNIA DO PIAUÍ;22;PIAUÍ;NE;NORDESTE;2655605,24;12600;262905,41;315;3204742,85;11242;247930,21;727;1089;29;1415;29
30;2021-12-01;4107108;DIAMANTE DO NORTE;41;PARANÁ;SU;SUL;5882225,8;18495;3122447,08;1346;6090107,1;15236;3171154,06;3399;1715;104;1724;111
2693;2021-12-01;1200054;ASSIS BRASIL;12;ACRE;NO;NORTE;4045323,29;15144;702575,69;558;4249425,53;12702;482181,51;594;1195;34;1310;36
4627;2021-12-01;4120309;PORTO VITÓRIA;41;PARANÁ;SU;SUL;1573049,47;5942;1046578,57;876;2054804,11;5333;1539646,13;1014;781;74;830;73
4571;2021-12-01;2801306;CAPELA;28;SERGIPE;NE;NORDESTE;17206168,92;85388;6077527,54;3177;17070806,06;77495;13472179,75;5847;6665;200;7395;188
4666;2021-12-01;3114907;CASA GRANDE;31;MINAS GERAIS;SE;SUDESTE;2297235,35;4206;439585,2;337;2561268,4;3200;383794,41;478;503;25;505;23
2949;2021-12-01;3503307;ARARAS;35;SÃO PAULO;SE;SUDESTE;199284098,97;597163;154421753,41;66310;209435742,71;515932;143091059,5;136738;53117;4513;52795;4307
3064;2021-12-01;2511707;PILÕEZINHOS;25;PARAÍBA;NE;NORDESTE;1677937,29;7817;225074,56;345;2118376,32;7706;73192,5;279;729;24;905;20
2872;2021-12-01;3136306;JOÃO PINHEIRO;31;MINAS GERAIS;SE;SUDESTE;64246435,53;192888;60767108,86;19162;65441218,5;166616;51237811,89;33532;15454;1332;16964;1304
2654;2021-12-01;2926301;RIACHÃO DO JACUÍPE;29;BAHIA;NE;NORDESTE;34556516,84;138318;20029488,83;7728;37585132,89;129414;22244258,88;15408;9284;557;10321;551
10;2021-12-01;2907558;CATURAMA;29;BAHIA;NE;NORDESTE;2495723,57;8037;341253,03;240;2641800,12;7204;174452,11;310;932;30;1029;32
5169;2021-12-01;2611309;POMBOS;26;PERNAMBUCO;NE;NORDESTE;18983345,09;68108;11836599,01;5009;22033034,33;66884;10618901,45;7711;5568;245;6309;226
2773;2021-12-01;4106001;CONGONHINHAS;41;PARANÁ;SU;SUL;6696319,94;22084;2324019,63;1675;7032902,57;18631;1773791,85;3376;2034;123;2136;135
170;2021-12-01;3110707;CAMBUQUIRA;31;MINAS GERAIS;SE;SUDESTE;9806571,96;36507;3714680,48;2997;10085164,17;32447;3383912,04;5521;3350;285;3604;301
3027;2021-12-01;2913705;INHAMBUPE;29;BAHIA;NE;NORDESTE;26637416,88;108060;15185888,82;6072;28766400,78;97617;16126684,88;10673;8189;370;9295;369
5188;2021-12-01;2304269;DEPUTADO IRAPUAN PINHEIRO;23;CEARÁ;NE;NORDESTE;4793596,34;20579;1279157,39;522;4796578,91;19188;889352,92;1489;1793;44;1911;41
64;2021-12-01;4306502;DOM FELICIANO;43;RIO GRANDE DO SUL;SU;SUL;5252802,58;19894;1822084,15;1317;4733999,32;14415;1383816,02;3142;2274;142;2113;151
4557;2021-12-01;2703700;JARAMATAIA;27;ALAGOAS;NE;NORDESTE;2885396,82;9828;621198,3;235;2573846,75;8935;200277,68;194;910;26;1116;23
2616;2021-12-01;1718402;PRESIDENTE KENNEDY;17;TOCANTINS;NO;NORTE;4187826,75;16861;598582,97;768;4353433,62;15567;585203,49;1537;1054;43;1144;44
2796;2021-12-01;2102200;BURITI;21;MARANHÃO;NE;NORDESTE;9753271,98;49783;1150771,22;1199;8878956,24;44456;881097,58;2281;4130;73;4152;76
5134;2021-12-01;2207405;PALMEIRA DO PIAUÍ;22;PIAUÍ;NE;NORDESTE;3761219,0;16816;539984,96;645;3484276,29;14321;677131,34;1290;1311;49;1392;46
2788;2021-12-01;5212501;LUZIÂNIA;52;GOIÁS;CO;CENTRO-OESTE;308371074,49;1270276;196621148,57;89221;345466686,8;1177182;167181151,17;166112;78463;4336;87693;4048
2679;2021-12-01;2910750;FÁTIMA;29;BAHIA;NE;NORDESTE;12923918,18;37918;2384625,27;1170;12558269,08;39512;2568152,99;2489;3286;119;3853;99
2911;2021-12-01;4110052;IGUATU;41;PARANÁ;SU;SUL;1401901,55;5232;1139844,26;332;1224418,44;4479;878045,03;808;575;37;554;40
115;2021-12-01;3123528;DURANDÉ;31;MINAS GERAIS;SE;SUDESTE;3586336,6;12250;1107466,04;713;3439642,74;10211;478820,49;1197;1535;86;1482;81
2862;2022-01-01;4317251;SANTA TEREZA;43;RIO GRANDE DO SUL;SU;SUL;665847,87;2033;261698,9;128;666282,53;1335;237514,61;257;298;27;251;25
3454;2022-01-01;3527256;LOURDES;35;SÃO PAULO;SE;SUDESTE;1580299,35;5666;164237,47;242;1708938,54;4563;72947,0;703;646;30;645;24
4942;2022-01-01;3548302;SANTO EXPEDITO;35;SÃO PAULO;SE;SUDESTE;2097772,08;8194;1313188,44;426;2221431,54;6159;1146416,54;1098;948;46;915;47
364;2022-01-01;3110707;CAMBUQUIRA;31;MINAS GERAIS;SE;SUDESTE;9034383,4;34287;3573075,76;2740;9500932,79;30445;4706714,38;5573;3457;276;3609;302
5029;2022-01-01;2202075;CAJAZEIRAS DO PIAUÍ;22;PIAUÍ;NE;NORDESTE;1076224,39;6530;504529,77;232;1126015,98;5773;242436,04;285;560;13;673;15
532;2022-01-01;3515806;FLORA RICA;35;SÃO PAULO;SE;SUDESTE;1017212,97;4317;28286,4;46;1031132,77;3626;104820,69;252;475;8;479;16
1556;2022-01-01;4315602;RIO GRANDE;43;RIO GRANDE DO SUL;SU;SUL;230942251,3;919787;188355510,22;86165;231727864,71;796781;205942771,29;139150;84592;5168;82415;4820
611;2022-01-01;3534807;OURO VERDE;35;SÃO PAULO;SE;SUDESTE;4552366,4;19233;1777352,89;1592;4884239,94;16306;2151894,58;2423;2145;128;2201;129
3971;2022-01-01;2204550;GUARIBAS;22;PIAUÍ;NE;NORDESTE;2678111,49;8443;1224798,87;503;2352841,31;7344;1417816,29;665;757;33;861;33
1407;2022-01-01;4311791;MARATÁ;43;RIO GRANDE DO SUL;SU;SUL;1761223,93;5141;1027662,18;448;1596940,35;3604;1534025,26;1486;643;62;539;67
162;2022-01-01;4306502;DOM FELICIANO;43;RIO GRANDE DO SUL;SU;SUL;4709686,77;18011;1214732,06;1196;5036058,24;12359;1214336,62;2792;2322;145;2096;157
5024;2022-01-01;4321857;TRÊS PALMEIRAS;43;RIO GRANDE DO SUL;SU;SUL;2938570,39;7103;911883,02;787;2124116,02;5488;1334513,03;1268;1037;91;892;93
5208;2022-01-01;4113007;JUSSARA;41;PARANÁ;SU;SUL;6244118,54;20531;1327414,89;1568;5687371,83;15748;1092498,7;2363;2314;158;2153;148
4401;2022-01-01;2105658;JUNCO DO MARANHÃO;21;MARANHÃO;NE;NORDESTE;3447709,87;15393;486978,95;343;3073236,04;14257;827203,98;676;1243;20;1355;18
5948;2022-01-01;2612406;SANHARÓ;26;PERNAMBUCO;NE;NORDESTE;9747342,28;32598;2065639,31;1467;9902574,95;30647;1403874,69;3087;3289;136;3756;120
5315;2022-01-01;2801306;CAPELA;28;SERGIPE;NE;NORDESTE;16370677,91;79216;5488906,69;2970;15984127,62;71708;9436605,25;5689;6852;213;7493;190
165;2022-01-01;4306353;DEZESSEIS DE NOVEMBRO;43;RIO GRANDE DO SUL;SU;SUL;1353199,55;3820;261889,03;152;1280039,8;5017;287456,02;253;512;18;490;24
1980;2022-01-01;1718303;PRAIA NORTE;17;TOCANTINS;NO;NORTE;4462604,38;23704;493549,88;279;4627587,6;22882;226046,89;522;1842;29;2108;23
4288;2022-01-01;3135001;JAGUARAÇU;31;MINAS GERAIS;SE;SUDESTE;2148471,24;10798;3006035,68;638;2150201,21;8311;2433070,13;1239;998;56;1011;44
3211;2022-01-01;2304269;DEPUTADO IRAPUAN PINHEIRO;23;CEARÁ;NE;NORDESTE;4247853,42;18418;1477418,38;570;4231361,48;17269;984838,11;1465;1796;48;1926;45
356;2022-01-01;2411205;SANTA CRUZ;24;RIO GRANDE DO NORTE;NE;NORDESTE;37776222,31;164782;13640668,33;8757;36257378,24;151668;10916621,95;23839;12082;567;12742;545
2513;2022-01-01;3542503;REGINÓPOLIS;35;SÃO PAULO;SE;SUDESTE;5701951,76;20678;1783489,82;1451;5682852,14;16406;1772791,61;2940;2116;129;2015;145
2274;2022-01-01;2108009;PASTOS BONS;21;MARANHÃO;NE;NORDESTE;10973860,46;53213;2876232,76;2068;10883719,14;46029;2237559,96;5173;4044;141;4300;129
5936;2022-01-01;1508159;URUARÁ;15;PARÁ;NO;NORTE;41540032,87;121789;16442151,85;9144;38754877,51;95559;16676420,02;23137;9407;424;9813;416
3856;2022-01-01;2203503;ELESBÃO VELOSO;22;PIAUÍ;NE;NORDESTE;5625818,57;33345;2049321,82;560;5893179,93;30857;1274593,33;1564;3111;65;3256;77
5733;2022-01-01;5214838;NOVA CRIXÁS;52;GOIÁS;CO;CENTRO-OESTE;16045954,52;38918;5699714,36;3514;14917157,5;36908;5658310,28;7153;3177;248;3466;243
4095;2022-01-01;2703205;IGREJA NOVA;27;ALAGOAS;NE;NORDESTE;8579261,25;34881;835292,56;701;8707439,63;31674;752412,45;912;3779;71;4292;72
2785;2022-01-01;4110052;IGUATU;41;PARANÁ;SU;SUL;1173118,45;4621;834317,03;289;1083835,81;3656;536307,16;592;576;39;535;34
